
Docket ID,Docket Title,Agency,Docket Type,Petition Number,RIN,
"EPA-HQ-OW-2018-0149","Revised Definition of “Waters of the United States” ","EPA","Rulemaking",N/A,"2040-AF75",


Document Title,Document Type,Attachment Count,Submitter Last Name,Submitter First Name,Organization,Document ID,Posted Date,Received Date,Comment Start Date,Comment Due Date,Implementation Date,Effective Date,Related RINs,Document SubType,Subject,Abstract,Status,Source Citation,OMB Approval Number,FR Citation,Federal Register Number,Start End Page,Special Instructions,Legacy ID,Post Mark Date,File Type,Number Of Pages,Paper Width,Paper Length,Exhibit Type,Exhibit Location,Document Field_1,Document Field_2,Document Detail
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5893","04/29/2019","03/18/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/18/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5893
"Comment submitted by K. Whyte","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0677","03/06/2019","03/05/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/05/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0677
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8590","05/04/2019","04/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8590
"Comment submitted by M. Dean","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3069","04/05/2019","03/27/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/27/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3069
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8085","05/01/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8085
"Comment submitted by Stewart Fried, St. John Levee and Drainage District of Missouri","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5458","04/25/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5458
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0956","03/13/2019","03/07/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/07/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0956
"Comment submitted by S. Lloid","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8947","05/04/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8947
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8245","05/04/2019","04/12/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/12/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8245
"Comment submitted by A. Orr","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6150","04/29/2019","03/26/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/26/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6150
"Comment submitted by J. Potts","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-11281","05/14/2019","02/03/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"02/03/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-11281
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1894","03/25/2019","03/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1894
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0682","03/08/2019","03/03/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/03/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0682
"Comment submitted by S. H. Schwartz","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7309","05/01/2019","04/11/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7309
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0943","03/13/2019","03/07/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/07/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0943
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7624","05/01/2019","04/12/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/12/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7624
"Comment submitted by W. Lambert","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3414","04/09/2019","04/03/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/03/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3414
"Comment submitted by C. Martin and G. Hide","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1639","03/19/2019","03/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1639
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8470","05/04/2019","04/13/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/13/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8470
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1149","03/14/2019","03/08/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/08/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1149
"Comment submitted by C. Overton","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5788","04/29/2019","03/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5788
"Comment submitted by A. Pearce","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-11201","05/13/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-11201
"Comment submitted by L. Kaplan","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7436","05/01/2019","04/11/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7436
"Comment submitted by Matthew P. Gouin, Director, Koochiching County Environmental Services","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5299","04/24/2019","04/14/2019",N/A,N/A,N/A,N/A,N/A,"Government Local",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5299
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1977","03/25/2019","03/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1977
"Comment submitted by Dave Coonrod, President, James River Basin Partnership","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0808","03/13/2019","03/06/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/06/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0808
"Comment submitted by D. Kalbfleisch","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-10349","05/08/2019","02/23/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"02/23/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10349
"Comment submitted by Karen MacKnight, Matlock Roofing, Inc.","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-11033","05/13/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-11033
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8426","05/04/2019","04/13/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/13/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8426
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0901","03/13/2019","03/07/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/07/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0901
"Comment submitted by Rick Pate, Commissioner, Alabama Department of Agriculture & Industries (ADAI)","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5459","04/25/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Government State",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5459
"Comment submitted by I. Bailey","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1185","03/14/2019","03/11/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1185
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0561","03/06/2019","02/28/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"02/28/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0561
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-9775","05/07/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9775
"Comment submitted by Jeanne Clark, National Religious Partnership for the Environment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7649","05/01/2019","04/14/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7649
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8230","05/04/2019","04/12/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/12/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8230
"Comment submitted by Gregg (no surname provided)","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6628","04/29/2019","04/11/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6628
"Comment submitted by C. Purcell","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6613","04/29/2019","04/11/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6613
"Comment submitted by J. Santana","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6881","04/29/2019","03/16/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/16/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6881
"Comment submitted by R. West","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0344","02/25/2019","02/20/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"02/20/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0344
"Anonymous public comment","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-10581","05/08/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10581
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-2461","03/27/2019","03/19/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/19/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2461
"Anonymous public comment","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4780","04/19/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4780
"Anonymous public comment","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-10895","05/09/2019","04/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10895
"Comment submitted by David Brooks, Executive Director and Sharon Sweeney-Fee, State Council Chair, Montana Trout Unlimited (MTU)","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-9666","05/07/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9666
"Comment submitted by K. Brown","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4260","04/16/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4260
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7171","05/01/2019","03/30/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/30/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7171
"Mass Comment Campaign sponsored by Dogwood Alliance. Sample attached (email)","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5515","04/27/2019","03/12/2019",N/A,N/A,N/A,N/A,N/A,"Mass Mail Campaign",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/12/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5515
"Comment submitted by L. Thompson","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-11170","05/13/2019","05/03/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/12/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-11170
"Comment submitted by L. Gray","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1203","03/14/2019","03/08/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/02/2018",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1203
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1930","03/25/2019","03/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1930
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7859","05/01/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7859
"Comment submitted by V. Soutar","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7664","05/01/2019","04/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7664
"Mass Comment Campaign sponsored by North Carolina Farm Bureau (web)","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4420","04/17/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Mass Mail Campaign",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019","pdf","1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4420
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4147","04/16/2019","04/09/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/09/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4147
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-2444","03/27/2019","03/19/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/19/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2444
"Comment submitted by S. Stake","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7816","05/01/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7816
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1899","03/25/2019","03/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1899
"Comment submitted by J. Palmer","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0150","02/21/2019","02/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"02/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0150
"Comment submitted by L. Johnson","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4200","04/16/2019","04/10/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/10/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4200
