Docket ID,Docket Title,Agency,Docket Type,Petition Number,RIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPA-HQ-OW-2018-0149,Revised Definition of “Waters of the United States” ,EPA,Rulemaking,N/A,2040-AF75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Document Type,Attachment Count,Submitter Last Name,Submitter First Name,Organization,Document ID,Posted Date,Received Date,Comment Start Date,Comment Due Date,Implementation Date,Effective Date,Related RINs,Document SubType,Subject,Abstract,Status,Source Citation,OMB Approval Number,FR Citation,Federal Register Number,Start End Page,Special Instructions,Legacy ID,Post Mark Date,File Type,Number Of Pages,Paper Width,Paper Length,Exhibit Type,Exhibit Location,Document Field_1,Document Field_2,Document Detail,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8535,5/4/19,4/13/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/13/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8535,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0827,3/13/19,3/6/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/6/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0827,,,
Comment submitted by J. Akhter,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3978,4/15/19,4/9/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/9/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3978,,,
Comment submitted by B. Coon,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5154,4/24/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5154,,,
Comment submitted by J. Kneale,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10971,5/9/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10971,,,
Comment submitted by D. Edwards,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7417,5/1/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7417,,,
Comment submitted by Z. Silliman,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9936,5/8/19,4/13/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/13/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9936,,,
Comment submitted by V. Kelly,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3964,4/15/19,4/9/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/9/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3964,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1879,3/25/19,3/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1879,,,
Comment submitted by C. Martin,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0535,3/4/19,2/28/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/28/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0535,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3043,4/5/19,3/26/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/26/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3043,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2506,3/27/19,3/17/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/17/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2506,,,
Comment submitted by Tinee (no surname provided),PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10275,5/8/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10275,,,
Comment submitted by C. Bell,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8806,5/4/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8806,,,
Comment submitted by M. Orr,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1018,3/14/19,3/7/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/7/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1018,,,
Comment submitted by D. Christie,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6214,4/29/19,4/3/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/3/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6214,,,
Comment submitted by J. Bivens,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2635,3/29/19,3/23/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/23/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2635,,,
Comment submitted by D. E. Mullikin,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8171,5/1/19,4/18/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8171,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9123,5/7/19,4/13/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/13/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9123,,,
Comment submitted by G. Allen,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10062,5/8/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10062,,,
Comment submitted by K. Redman,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10680,5/8/19,4/10/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/10/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10680,,,
Comment submitted by E. Burk,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3163,4/8/19,3/25/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/25/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3163,,,
Comment submitted by N. Maciejczyk,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0197,2/22/19,2/16/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/16/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0197,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7366,5/1/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7366,,,
Comment submitted by B. Mobley,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-11159,5/13/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-11159,,,
Comment submitted by L. Cooper,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8791,5/4/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8791,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8355,5/4/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8355,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10053,5/8/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10053,,,
Comment submitted by M. Corley,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2551,3/27/19,3/19/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/19/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2551,,,
Comment submitted by J. O'Brien,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0894,3/13/19,3/7/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/7/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0894,,,
Comment submitted by E. Kostis,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10880,5/9/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10880,,,
Comment submitted by V. Hastings,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3756,4/15/19,4/6/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/6/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3756,,,
Comment submitted by D. Davis,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9759,5/7/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9759,,,
Comment submitted by Z. U. Mount,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3007,4/4/19,3/21/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/21/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3007,,,
Anonymous public comment,PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1043,3/14/19,3/8/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/8/19,jpg,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1043,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5848,4/29/19,3/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5848,,,
Comment submitted by P. l'herrou,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9335,5/7/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9335,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2889,4/4/19,3/30/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/30/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2889,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9816,5/7/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9816,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2527,3/27/19,3/19/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/19/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2527,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5826,4/29/19,3/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5826,,,
Comment submitted by D. Oftedal,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10465,5/8/19,3/24/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/24/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10465,,,
Comment submitted by R. Rebar,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9528,5/7/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9528,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8986,5/4/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8986,,,
Comment submitted by S. Eder,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0479,3/1/19,2/26/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/26/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0479,,,
Comment submitted by E. Godowns,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0737,3/8/19,3/5/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/5/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0737,,,
Comment submitted by D. Branson,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3127,4/5/19,3/26/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/26/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3127,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0773,3/8/19,3/7/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/7/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0773,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0716,3/8/19,3/5/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/5/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0716,,,
Anonymous public comment,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5372,4/25/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5372,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9326,5/7/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9326,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3209,4/9/19,3/28/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/28/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3209,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3487,4/10/19,4/2/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/2/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3487,,,
Comment submitted by L. Schnelle,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7660,5/1/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7660,,,
Comment submitted by J. Thome,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2331,3/27/19,3/20/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2331,,,
Comment submitted by M. Armstrong,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9130,5/7/19,4/13/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/13/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9130,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7486,5/1/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7486,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7508,5/1/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7508,,,
Comment submitted by J. Griffen,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6044,4/29/19,3/23/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/23/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6044,,,
Comment submitted by K. Folkerts,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0370,2/26/19,2/22/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/22/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0370,,,
Comment submitted by A. Diggs,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2835,4/2/19,3/22/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/22/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2835,,,
Comment submitted by Rhett (No surname provided},PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0235,2/22/19,2/18/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/18/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0235,,,
